Date,Open,High,Low,Close,Adj Close,Volume
2009-12-31,312.687683,313.013,310.300293,310.300293,310.300293,2437100
2010-01-04,313.788788,315.070068,312.432434,313.68869,313.68869,3908400
2010-01-05,313.9039,314.23422200000005,311.08108500000003,312.307312,312.307312,6003300
2010-01-06,313.24325600000003,313.24325600000003,303.48349,304.434448,304.434448,7949400
2010-01-07,305.005005,305.305298,296.62161299999997,297.347351,297.347351,12815700
2010-01-08,296.29629500000004,301.926941,294.849854,301.31131,301.31131,9439100
2010-01-11,302.532532,302.532532,297.31732200000005,300.855865,300.855865,14411300
2010-01-12,299.124115,299.37939500000005,294.294281,295.535522,295.535522,9696800
2010-01-13,288.533539,294.48449700000003,287.237244,293.838837,293.838837,12980200
2010-01-14,292.242249,297.3974,291.696686,295.220215,295.220215,8471700
2010-01-15,296.96698,297.077087,289.309296,290.290283,290.290283,10858100
2010-01-19,290.8909,295.505493,288.433441,294.10409500000003,294.10409500000003,8624700
2010-01-20,293.283295,293.283295,287.932922,290.49548300000004,290.49548300000004,6494800
2010-01-21,292.012024,293.70370499999996,286.411407,291.781769,291.781769,12602700
2010-01-22,282.532532,285.585571,267.697693,275.280273,275.280273,13587100
2010-01-25,273.568573,275.21521,268.02301,270.270264,270.270264,8830900
2010-01-26,269.254242,275.075073,268.413422,271.481476,271.481476,8702200
2010-01-27,270.905914,274.099091,267.922913,271.32132,271.32132,7920800
2010-01-28,272.517517,273.773773,265.565552,267.412415,267.412415,6451700
2010-01-29,269.514526,270.76577799999995,263.068054,265.235229,265.235229,8272700
2010-02-01,267.567566,268.173187,265.41540499999996,266.776764,266.776764,4497000
2010-02-02,267.747742,267.747742,264.069061,265.825836,265.825836,8184200
2010-02-03,264.599609,271.32132,264.37939500000005,270.680695,270.680695,5992200
2010-02-04,268.768768,269.269257,263.04303,263.653656,263.653656,6748600
2010-02-05,264.464478,267.017029,261.491486,265.910919,265.910919,6305600
2010-02-08,266.51651,271.271271,266.031036,267.00201400000003,267.00201400000003,5383200
2010-02-09,270.04003900000004,271.036041,267.802795,268.488495,268.488495,5633500
2010-02-10,267.302307,269.164154,264.1091,267.492493,267.492493,5343600
2010-02-11,266.926941,270.51550299999997,265.015015,268.468475,268.468475,4815100
2010-02-12,266.75174,268.843842,265.51550299999997,266.826813,266.826813,4554800
2010-02-16,268.70370499999996,272.33734100000004,267.417419,270.920929,270.920929,7301400
2010-02-17,271.271271,271.971985,269.074066,269.37435899999997,269.37435899999997,4055300
2010-02-18,269.03903199999996,272.777771,268.338348,271.88189700000004,271.88189700000004,4669100
2010-02-19,270.535522,272.287292,270.120117,270.650665,270.650665,5101000
2010-02-22,273.948944,274.024017,270.770782,271.671661,271.671661,4284900
2010-02-23,271.771759,272.087097,266.411407,267.802795,267.802795,5739400
2010-02-24,267.25726299999997,269.489502,265.520508,266.00100699999996,266.00100699999996,4648500
2010-02-25,263.823822,264.509521,260.26025400000003,263.47848500000003,263.47848500000003,6611700
2010-02-26,263.973969,266.141144,262.00201400000003,263.66366600000003,263.66366600000003,4094500
2010-03-01,264.864868,266.911926,264.134125,266.611603,266.611603,4471300
2010-03-02,268.007996,273.103088,267.772766,270.800812,270.800812,8704800
